stop_id,stop_name,stop_lat,stop_lon
40698,DeLong Ave & Reichert Ave,38.10548,-122.566467
40699,DeLong Ave & Reichert Ave,38.10564,-122.566277
40702,S Novato Blvd & Diablo Ave,38.102245,-122.572823
40703,S Novato Blvd & Diablo Ave,38.102394,-122.572617
40704,S Novato Blvd & Joan Ave,38.099461,-122.571083
40705,S Novato Blvd & Lauren Ave,38.097713,-122.569809
40706,S Novato Blvd & Arthur St,38.092136,-122.567764
40707,S Novato Blvd & Arthur St,38.092518,-122.567635
40708,S Novato Blvd & Rowland Blvd,38.087723,-122.565025
40709,S Novato Blvd & Rowland Blvd,38.088451,-122.565506
40710,S Novato Blvd & Sunset Pkwy,38.08535,-122.562019
40711,S Novato Blvd & Sunset Pkwy,38.085476,-122.561996
40712,S Novato Blvd & Midway Blvd,38.080593,-122.558342
40713,S Novato Blvd & Midway Blvd,38.081394,-122.558372
40714,S Novato Blvd & Stone Dr,38.078571,-122.557426
40715,S Novato Blvd & Stone Dr,38.078514,-122.557106
40716,S Novato Blvd & Redwood Blvd,38.077393,-122.552292
40717,S Novato Blvd & Redwood Blvd,38.077576,-122.551933
40746,Hwy 101 @ Ignacio Blvd Bus Pad,38.066696,-122.536926
40766,Nave Dr & Alameda Del Prado,38.048328,-122.533318
40767,Nave Dr & Roblar Dr,38.064449,-122.534775
40768,Nave Dr & Roblar Dr,38.064445,-122.534424
40770,Hamilton Main Gate-Nave Dr & Main Gate Rd,38.056206,-122.530174
40771,Nave Dr & Bolling Dr,38.051102,-122.530838
40772,Nave Dr & Bolling Dr,38.051144,-122.530609
40773,Hwy 101 @ Alameda del Prado Bus Pad,38.049103,-122.532364
40774,Nave Dr & Hamilton Pkwy,38.061543,-122.532578
40779,Hwy 101 @ Rowland Blvd Bus Pad,38.09129,-122.560844
40780,Hwy 101 @ Rowland Blvd Bus Pad,38.093472,-122.557999
40825,4th St & C St,38.232414,-122.638748
40826,N Petaluma Blvd & Stony Point Rd,38.268391,-122.670776
40827,N Petaluma Blvd & Stony Point Rd,38.269115,-122.67054
40828,N Petaluma Blvd & Skillman Ln,38.259724,-122.6605
40829,N Petaluma Blvd & Corona Rd,38.26009,-122.660713
40830,N Petaluma Blvd & Gossage Ave,38.256824,-122.654182
40832,N Petaluma Blvd & Factory Outlet Rd,38.255352,-122.651649
40833,N Petaluma Blvd & West St,38.24202,-122.64399
